usim	TF
01232972608 (5099)	148.3471081
01232973293 (5100)	148.3471081
01232971589 (5101)	100
01232973296 (5102)	108.9079369
01232972472 (5103)	100
01232972681 (5104)	100
01232971580 (5105)	161.7428803
01232972231 (5106)	100
01232972663 (5107)	147.7847343
01232972262 (5108)	200.001507
01232973140 (5109)	139.4234954
01232971813 (5110)	177.6312787
01232972884 (5111)	100
01232972171 (5112)	178.470132
01232973572 (5113)	100
01232972435 (5114)	192.3423781
01232973453 (5115)	308.2928899
01232971721 (5116)	143.5006344
01232971487 (5117)	185.4425555
01232972073 (5118)	161.7428803
01232971586 (5119)	177.6312787
01232971410 (5120)	139.4283958
01232973229 (5121)	179.400305
01232971573 (5122)	100
01232973040 (5123)	100
01232972575 (5124)	168.8141489
01232972651 (5125)	100
01232973392 (5126)	185.4425555
01232972246 (5127)	100
01232972791 (5128)	185.4425555
01232973305 (5129)	161.7428803
01232971511 (5130)	147.0037272
01232971606 (5131)	192.3423781
01232972632 (5132)	192.3423781
01232973271 (5133)	100
01232972364 (5134)	100
01232972419 (5135)	237.5401385
01232971678 (5136)	124.45418
01232973445 (5137)	100
01231328204 (5138)	100
01232972738 (5139)	192.3423781
01227721349 (5140)	108.9079369
01232972891 (5141)	132.2648461
01232970597 (5142)	192.3423781
01232972975 (5143)	100
01232972988 (5144)	100
01232971020 (5145)	100
01232973069 (5146)	100
01232972510 (5147)	100
01232970864 (5148)	185.4425555
01232973454 (5149)	135.3836515
01232972342 (5150)	100
01232973344 (5151)	221.7303498
01232973285 (5152)	200.001507
01232972282 (5153)	100
01232971684 (5154)	101.7921421
01232972825 (5155)	178.3435394
01232971329 (5156)	176.1391026
01232973525 (5157)	177.6312787
01232970666 (5158)	221.4014376
01232973309 (5159)	221.4014376
01232972123 (5160)	203.785257
01232972549 (5161)	136.7511685
01232972638 (5162)	269.966865
01232972969 (5163)	100
01232972061 (5164)	168.8141489
01232972674 (5165)	168.8141489
01232971279 (5166)	100
01232973341 (5167)	108.1638522
01232973301 (5168)	132.2648461
01232972208 (5169)	100
01232971453 (5170)	185.4425555
01232971803 (5171)	148.2615536
01232973534 (5172)	100
01232972805 (5173)	100
01232971619 (5174)	100
01232970852 (5175)	174.3268625
01231321911 (5176)	100
01227500814 (5177)	100
01231322155 (5178)	100
01231321283 (5179)	100
01232973004 (5180)	168.8141489
01232971737 (5181)	100
01232971968 (5182)	100
01232971623 (5183)	100.1651379
01232972841 (5184)	100
01232972436 (5185)	100
01232971789 (5186)	100
01232972729 (5187)	185.4425555
01232973098 (5188)	100
01232973245 (5189)	100
01232972913 (5190)	100
01232971411 (5191)	100
01232972567 (5192)	100
01232971328 (5193)	169.1865128
01232973097 (5194)	169.1865128
01232973642 (5195)	168.8141489
01232972129 (5196)	261.9197157
01231322041 (5197)	100
01232973073 (5198)	100
01232971794 (5199)	113.3943142
01232971893 (5200)	100
01231329398 (5201)	100
01232971689 (5202)	297.0856494
01232971312 (5203)	297.0856494
01231322443 (5204)	100
01232972745 (5205)	100
01232972828 (5206)	283.6409163
01232973570 (5207)	177.6312787
01232972284 (5208)	294.1292104
01232972511 (5209)	125.9887888
01232971613 (5210)	127.9337602
01232972296 (5211)	208.5171111
01232972029 (5212)	115.1418159
01227721389 (5213)	100
01232973505 (5214)	115.1418159
01232973329 (5215)	126.7127561
01231322247 (5216)	100
01232972229 (5217)	192.3423781
01232972519 (5218)	132.2648461
01232972895 (5219)	100
01232972184 (5220)	159.0032575
01232972312 (5221)	208.8688238
01232971997 (5222)	224.0718316
01232972023 (5223)	144.9796028
01232972011 (5224)	100
01232971380 (5225)	100
01232972782 (5226)	158.8967671
01232971840 (5227)	100
01231322922 (5228)	227.6796579
01232971916 (5229)	172.0241604
01232970535 (5237)	100
01232971790 (5238)	152.9052157
01232971793 (5239)	120.5106868
01232970994 (5240)	216.560319
01232972534 (5241)	100
01232971391 (5242)	177.6312787
01232973077 (5243)	135.3836515
01232973180 (5244)	100
01231321580 (5245)	100
01232970902 (5246)	139.4234954
01232970471 (5247)	248.1461112
01232973381 (5248)	100
01231300046 (5249)	100
01231300423 (5250)	100
01231307519 (5251)	166.7172224
01231307640 (5252)	149.9695225
01231315767 (5253)	177.6312787
01231315964 (5254)	129.9899465
01231324441 (5255)	157.1020711
01231328845 (5256)	177.6312787
01231329615 (5257)	157.1020711
01231329626 (5258)	100
01231329685 (5259)	203.785257
01231329700 (5260)	192.3423781
01231329713 (5261)	192.3423781
01231329762 (5262)	203.785257
01231329822 (5263)	287.3364632
01231329894 (5264)	100
01231329929 (5265)	101.4609401
01231329999 (5266)	101.4609401
01231970871 (5267)	139.4283958
01232971112 (5268)	185.4425555
01232970031 (5269)	133.7986556
01232970101 (5270)	100
01232970175 (5271)	198.4251457
01232970181 (5272)	177.6312787
01232970210 (5273)	100
01232970255 (5274)	227.6796579
01232970041 (5275)	227.6796579
01232970295 (5276)	274.7102608
01232970363 (5277)	267.4852409
01232970410 (5278)	236.9559412
01232970467 (5279)	203.785257
01232971065 (5280)	100
01232972473 (5281)	177.6312787
01232973543 (5282)	168.8141489
01232973636 (5283)	168.8141489
01232970205 (5284)	198.4251457
01231329817 (5285)	100
01227500405 (5286)	180.5834385
01227500529 (5287)	185.4425555
01227500780 (5288)	245.4781531
01227501130 (5289)	169.1865128
01227579311 (5290)	139.4283958
01227586516 (5291)	169.1865128
01227587233 (5292)	212.7151069
01227587244 (5293)	152.9052157
01227587295 (5294)	156.5504134
01227587302 (5295)	100
01227587420 (5296)	178.8284829
01227587581 (5297)	216.3044845
01227587606 (5298)	203.785257
01227587610 (5299)	100
01227587625 (5300)	100
01227587636 (5301)	203.785257
01227587660 (5302)	178.8284829
01227587668 (5303)	281.2583914
01227587675 (5304)	287.3364632
01227587750 (5305)	221.4014376
01227587770 (5306)	300.5171236
01227587777 (5307)	100
01227587806 (5308)	100
01227587824 (5309)	152.9052157
01227587828 (5310)	212.7151069
01227587868 (5311)	212.7151069
01227587914 (5312)	133.6068995
01227587971 (5313)	100
01227587977 (5314)	100
01227587992 (5315)	100
01227587996 (5316)	133.6068995
01227587998 (5317)	185.4425555
01227588044 (5318)	100
01227588052 (5319)	100
01227588066 (5320)	198.4251457
01227712261 (5321)	168.8141489
01227712451 (5322)	145.5232965
01227721303 (5323)	224.7346789
01227721404 (5324)	177.6312787
01227721425 (5325)	126.5656518
01227721442 (5326)	179.3731185
01227728287 (5327)	161.7428803
01231300003 (5328)	185.4425555
01231300026 (5329)	100
01231300035 (5330)	100
01231300082 (5331)	161.418331
01231300116 (5332)	100
01231300123 (5333)	161.7428803
01231300126 (5334)	100
01231300131 (5335)	100
01231300132 (5336)	161.418331
01231300159 (5337)	100
01231300171 (5338)	203.785257
01231300192 (5339)	100
01231300228 (5340)	109.3533753
01231300240 (5341)	100
01231300241 (5342)	109.3533753
01231300288 (5343)	100
01231300301 (5344)	100
01231300323 (5345)	177.6312787
01231300324 (5346)	139.4234954
01231300330 (5347)	100
01231300386 (5348)	100
01231300421 (5349)	208.5171111
01231300439 (5350)	239.6805401
01231300479 (5351)	141.660958
01231300481 (5352)	135.3836515
01231300513 (5353)	248.1461112
01231300523 (5354)	100
01231300527 (5355)	192.3423781
01231300535 (5356)	100
01231300539 (5357)	100
01231300567 (5358)	174.3268625
01231306860 (5359)	100
01231306933 (5360)	132.2648461
01231306959 (5361)	100
01231306988 (5362)	209.6812551
01231306995 (5363)	145.9514014
01231307040 (5364)	133.6068995
01231307140 (5365)	168.8141489
01231307144 (5366)	134.177128
01231307356 (5367)	136.7511685
01231307475 (5368)	192.3423781
01231307482 (5369)	100
01231307516 (5370)	158.8967671
01231307536 (5371)	121.5392744
01231307557 (5372)	100
01231307566 (5373)	100
01231307567 (5374)	275.3564119
01231307578 (5375)	100
01231307621 (5376)	208.5171111
01231307628 (5377)	143.5006344
01231307638 (5378)	201.0521955
01231307726 (5379)	169.1865128
01231307727 (5380)	259.3765011
01231307728 (5381)	179.3731185
01231307754 (5382)	126.2200801
01231307842 (5383)	100
01231307878 (5384)	176.1391026
01231307919 (5385)	100
01231307977 (5386)	179.3731185
01231308055 (5387)	100
01231308110 (5388)	179.2039319
01231308111 (5389)	100
01231308275 (5390)	145.9514014
01231308298 (5391)	101.4609401
01231308330 (5392)	145.5232965
01231308342 (5393)	146.6561993
01231308360 (5394)	111.1778405
01231308364 (5395)	100
01231308365 (5396)	147.6230393
01231308383 (5397)	224.7346789
01231308394 (5398)	179.0778888
01231308401 (5399)	100
01231308403 (5400)	147.6230393
01231313981 (5401)	115.1022634
01231314495 (5402)	178.470132
01231315068 (5403)	156.8925321
01231315225 (5404)	177.0725179
01231315262 (5405)	116.3701651
01231315272 (5406)	100
01231315288 (5407)	148.2615536
01231315292 (5408)	157.1020711
01231315304 (5409)	100
01231315307 (5410)	168.8141489
01231315325 (5411)	172.0241604
01231315361 (5412)	116.6667225
01231315442 (5413)	174.3268625
01231315462 (5414)	125.9178965
01231315480 (5415)	212.7151069
01231315507 (5416)	176.1391026
01231315515 (5417)	267.4852409
01231315568 (5418)	139.4234954
01231315633 (5419)	240.5631775
01231315638 (5420)	165.7694358
01231315639 (5421)	144.9796028
01231315644 (5422)	136.7511685
01231315659 (5423)	133.6068995
01231315663 (5424)	225.4168325
01231315678 (5425)	174.3268625
01231315701 (5426)	212.7151069
01231315708 (5427)	100
01231315717 (5428)	148.2902576
01231315741 (5429)	161.7428803
01231315742 (5430)	223.3479918
01231315747 (5431)	172.0241604
01231315752 (5432)	144.9796028
01231315759 (5433)	112.5374972
01231315763 (5434)	152.216936
01231315766 (5435)	100
01231315772 (5436)	100
01231315779 (5437)	100
01231315784 (5438)	303.0869365
01231315791 (5439)	100
01231315793 (5440)	124.45418
01231315796 (5441)	175.8423466
01231315798 (5442)	100
01231315805 (5443)	100
01231315806 (5444)	100
01231315811 (5445)	100
01231315812 (5446)	146.134941
01231315824 (5447)	100
01231315848 (5448)	165.7694358
01231315850 (5449)	125.9178965
01231315876 (5450)	100
01231315877 (5451)	123.2819342
01231315879 (5452)	146.134941
01231315887 (5453)	100
01231315890 (5454)	217.4285938
01231315892 (5455)	100
01231315893 (5456)	132.7034852
01231315894 (5457)	106.9178981
01231315901 (5458)	183.8187808
01231315927 (5459)	250.177211
01231315933 (5460)	139.4283958
01231315957 (5461)	100
01231315960 (5462)	141.660958
01231315989 (5463)	100
01231316005 (5464)	208.5171111
01231316028 (5465)	100
01231316062 (5466)	104.5634966
01231316073 (5467)	143.5006344
01231316096 (5468)	145.9514014
01231316101 (5469)	145.9514014
01231316103 (5470)	287.3364632
01231316104 (5471)	136.7511685
01231316110 (5472)	133.6068995
01231316115 (5473)	100
01231316116 (5474)	192.3423781
01231316123 (5475)	145.9514014
01231316135 (5476)	169.1865128
01231316156 (5477)	100
01231316164 (5478)	100
01231316223 (5479)	100
01231316233 (5480)	100
01231316257 (5481)	176.1391026
01231316305 (5482)	219.1824692
01231316382 (5483)	100
01231320610 (5484)	178.3184417
01231320878 (5485)	147.6230393
01231320957 (5486)	143.5006344
01231320979 (5487)	177.5053645
01231321082 (5488)	100
01231321089 (5489)	176.1391026
01231321126 (5490)	229.9589632
01231321174 (5491)	100
01231321186 (5492)	259.3765011
01231321275 (5493)	179.0778888
01231321285 (5494)	216.3044845
01231321298 (5495)	100
01231321327 (5496)	168.8141489
01231321338 (5497)	219.1824692
01231321340 (5498)	148.0299554
01231321359 (5499)	146.6561993
01231321372 (5500)	198.4251457
01231321378 (5501)	100
01231321382 (5502)	100
01231321387 (5503)	305.9428322
01231321392 (5504)	238.0192492
01231321413 (5505)	208.5171111
01231321422 (5506)	100
01231321425 (5507)	196.8549416
01231321432 (5508)	161.7428803
01231321438 (5509)	100
01231321458 (5510)	185.4425555
01231321462 (5511)	112.7179187
01231321464 (5512)	100
01231321466 (5513)	108.9079369
01231321469 (5514)	139.4283958
01231321472 (5515)	151.8404357
01231321474 (5516)	177.6312787
01231321508 (5517)	100
01231321516 (5518)	159.7198364
01231321517 (5519)	148.0299554
01231321523 (5520)	138.7873342
01231321548 (5521)	141.660958
01231321550 (5522)	216.3044845
01231321561 (5523)	148.5745036
01231321570 (5524)	100
01231321572 (5525)	100
01231321592 (5526)	100
01231321603 (5527)	188.7431534
01231321620 (5528)	233.6566055
01231321643 (5529)	242.0173323
01231321651 (5530)	259.0047229
01231321694 (5531)	172.0241604
01231321707 (5532)	120.5106868
01231321720 (5533)	161.7428803
01231321730 (5534)	139.4234954
01231322322 (5535)	157.1020711
01231322400 (5536)	100
01231322720 (5537)	203.785257
01231323344 (5538)	267.4852409
01231324038 (5539)	203.785257
01231324296 (5540)	100
01231324345 (5541)	179.2039319
01231324361 (5542)	168.8141489
01231324457 (5543)	100
01231324490 (5544)	185.4425555
01231324513 (5545)	100
01231324579 (5546)	172.0241604
01231324635 (5547)	100
01231324831 (5548)	208.5171111
01231325282 (5549)	185.4425555
01231325851 (5550)	100
01231326020 (5551)	203.785257
01231327104 (5552)	224.6280103
01231328178 (5553)	100
01231328566 (5554)	100
01231328645 (5555)	168.8141489
01231328697 (5556)	198.4251457
01231328698 (5557)	185.4425555
01231328750 (5558)	274.7102608
01231328754 (5559)	158.8967671
01231328760 (5560)	100
01231328860 (5561)	100
01231328882 (5562)	100
01231328918 (5563)	238.0192492
01231328925 (5564)	192.3423781
01231328929 (5565)	148.2615536
01231328932 (5566)	100
01231328947 (5567)	203.785257
01231328956 (5568)	100
01231328961 (5569)	292.7172004
01231328967 (5570)	100
01231328992 (5571)	198.4251457
01231329066 (5572)	145.5232965
01231329117 (5573)	208.5171111
01231329134 (5574)	267.4852409
01231329238 (5575)	303.0869365
01231329302 (5576)	100
01231329336 (5577)	208.5171111
01231329433 (5578)	180.5834385
01231329487 (5579)	100
01231329494 (5580)	177.6312787
01231329498 (5581)	292.7172004
01231329508 (5582)	180.5834385
01231329546 (5583)	168.8141489
01231329558 (5584)	100
01231329564 (5585)	260.5851185
01231329566 (5586)	267.4852409
01231329585 (5587)	238.0192492
01231329596 (5588)	100
01231329597 (5589)	203.785257
01231329600 (5590)	100
01231329613 (5591)	281.2583914
01231329619 (5592)	100
01231329622 (5593)	185.4425555
01231329627 (5594)	203.785257
01231329628 (5595)	250.177211
01231329633 (5596)	100
01231329638 (5597)	179.3731185
01231329641 (5598)	151.8404357
01231329642 (5599)	156.5504134
01231329643 (5600)	100
01231329646 (5601)	192.3423781
01231329647 (5602)	100
01231329656 (5603)	124.45418
01231329657 (5604)	157.1020711
01231329658 (5605)	203.785257
01231329661 (5606)	196.7083532
01231329662 (5607)	233.6566055
01231329663 (5608)	216.3044845
01231329669 (5609)	100
01231329670 (5610)	100
01231329675 (5611)	192.3423781
01231329677 (5612)	274.7102608
01231329678 (5613)	157.1020711
01231329684 (5614)	185.4425555
01231329686 (5615)	274.7102608
01231329687 (5616)	165.7694358
01231329689 (5617)	176.4256026
01231329695 (5618)	157.1020711
01231329696 (5619)	100
01231329697 (5620)	208.5171111
01231329698 (5621)	135.3836515
01231329701 (5622)	156.5504134
01231329702 (5623)	216.3044845
01231329704 (5624)	100
01231329706 (5625)	227.6796579
01231329708 (5626)	100
01231329709 (5627)	100
01231329712 (5628)	100
01231329715 (5629)	100
01231329718 (5630)	292.7172004
01231329722 (5631)	100
01231329730 (5632)	178.8284829
01231329732 (5633)	281.2583914
01231329733 (5634)	267.4852409
01231329734 (5635)	177.6312787
01231329736 (5636)	267.4852409
01231329737 (5637)	100
01231329742 (5638)	143.5006344
01231329743 (5639)	100
01231329746 (5640)	192.3423781
01231329747 (5641)	100
01231329748 (5642)	203.785257
01231329750 (5643)	169.1865128
01231329752 (5644)	172.0241604
01231329754 (5645)	148.3549118
01231329756 (5646)	156.5504134
01231329757 (5647)	100
01231329759 (5648)	228.747302
01231329760 (5649)	196.7083532
01231329765 (5650)	192.3423781
01231329768 (5651)	176.4256026
01231329769 (5652)	100
01231329770 (5653)	100
01231329773 (5654)	100
01231329776 (5655)	250.177211
01231329777 (5656)	135.3836515
01231329780 (5657)	208.5171111
01231329781 (5658)	198.4251457
01231329784 (5659)	100
01231329785 (5660)	100
01231329786 (5661)	100
01231329790 (5662)	297.0856494
01231329791 (5663)	100
01231329793 (5664)	161.7428803
01231329796 (5665)	208.5171111
01231329797 (5666)	259.3765011
01231329798 (5667)	242.0173323
01231329799 (5668)	259.3765011
01231329804 (5669)	172.0241604
01231329805 (5670)	203.785257
01231329811 (5671)	100
01231329813 (5672)	100
01231329819 (5673)	203.785257
01231329824 (5674)	100
01231329829 (5675)	281.2583914
01231329837 (5676)	281.2583914
01231329839 (5677)	153.1053367
01231329841 (5678)	213.9677339
01231329842 (5679)	100
01231329844 (5680)	100
01231329845 (5681)	203.785257
01231329852 (5682)	100
01231329853 (5683)	100
01231329856 (5684)	178.470132
01231329861 (5685)	250.177211
01231329862 (5686)	100
01231329867 (5687)	185.4425555
01231329868 (5688)	157.1020711
01231329871 (5689)	139.4283958
01231329877 (5690)	100
01231329880 (5691)	100
01231329881 (5692)	145.9514014
01231329885 (5693)	212.7151069
01231329886 (5694)	245.4781531
01231329888 (5695)	100
01231329890 (5696)	100
01231329892 (5697)	100
01231329897 (5698)	169.1865128
01231329907 (5699)	281.2583914
01231329915 (5700)	169.1865128
01231329916 (5701)	192.3423781
01231329917 (5702)	101.4609401
01231329919 (5703)	213.9677339
01231329921 (5704)	100
01231329923 (5705)	192.3423781
01231329927 (5706)	178.470132
01231329930 (5707)	274.7102608
01231329934 (5708)	100
01231329935 (5709)	168.3345407
01231329942 (5710)	212.7151069
01231329947 (5711)	287.3364632
01231329948 (5712)	203.785257
01231329951 (5713)	185.4425555
01231329952 (5714)	292.7172004
01231329954 (5715)	100
01231329955 (5716)	100
01231329958 (5717)	158.8967671
01231329959 (5718)	208.5171111
01231329960 (5719)	267.4852409
01231329962 (5720)	100
01231329963 (5721)	145.9514014
01231329966 (5722)	177.6312787
01231329968 (5723)	192.3423781
